,LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round,min_increase,scale_values,scenario
7689,Kafin Hausa,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7690,Karasuwa,Taura,0.132494575,0.132494575,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7691,Karasuwa,Taura,0.207494575,0.207494575,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7692,Karasuwa,Taura,0.282494575,0.282494575,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7693,Karasuwa,Taura,0.357494575,0.357494575,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7694,Karasuwa,Taura,0.432494575,0.432494575,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7695,Karasuwa,Taura,0.507494575,0.507494575,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7696,Karasuwa,Taura,0.582494575,0.582494575,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7697,Karasuwa,Taura,0.657494575,0.657494575,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7698,Karasuwa,Taura,0.732494575,0.732494575,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7699,Karasuwa,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7700,Karasuwa,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7701,Kaugama,Taura,0.186111111,0.186111111,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7702,Kaugama,Taura,0.261111111,0.261111111,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7703,Kaugama,Taura,0.336111111,0.336111111,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7704,Kaugama,Taura,0.411111111,0.411111111,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7705,Kaugama,Taura,0.486111111,0.486111111,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7706,Kaugama,Taura,0.561111111,0.561111111,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7707,Kaugama,Taura,0.636111111,0.636111111,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7708,Kaugama,Taura,0.711111111,0.711111111,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7709,Kaugama,Taura,0.786111111,0.786111111,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7710,Kaugama,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7711,Kaugama,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7712,Kiri Kasamma,Taura,0.368729355,0.368729355,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7713,Kiri Kasamma,Taura,0.443729355,0.443729355,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7714,Kiri Kasamma,Taura,0.518729355,0.518729355,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7715,Kiri Kasamma,Taura,0.593729355,0.593729355,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7716,Kiri Kasamma,Taura,0.668729355,0.668729355,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7717,Kiri Kasamma,Taura,0.743729355,0.743729355,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7718,Kiri Kasamma,Taura,0.8,0.8,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7719,Kiri Kasamma,Taura,0.8,0.8,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7720,Kiri Kasamma,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7721,Kiri Kasamma,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7722,Kiri Kasamma,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7723,Kumbotso,Taura,0.249928041,0.249928041,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7724,Kumbotso,Taura,0.324928041,0.324928041,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7725,Kumbotso,Taura,0.399928041,0.399928041,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7726,Kumbotso,Taura,0.474928041,0.474928041,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7727,Kumbotso,Taura,0.549928041,0.549928041,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7728,Kumbotso,Taura,0.624928041,0.624928041,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7729,Kumbotso,Taura,0.699928041,0.699928041,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7730,Kumbotso,Taura,0.774928041,0.774928041,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7731,Kumbotso,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7732,Kumbotso,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7733,Kumbotso,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7734,Machina,Taura,0.129679287,0.129679287,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7735,Machina,Taura,0.204679287,0.204679287,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7736,Machina,Taura,0.279679287,0.279679287,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7737,Machina,Taura,0.354679287,0.354679287,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7738,Machina,Taura,0.429679287,0.429679287,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7739,Machina,Taura,0.504679287,0.504679287,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7740,Machina,Taura,0.579679287,0.579679287,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7741,Machina,Taura,0.654679287,0.654679287,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7742,Machina,Taura,0.729679287,0.729679287,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7743,Machina,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7744,Machina,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7745,Madobi,Taura,0.249928041,0.249928041,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7746,Madobi,Taura,0.324928041,0.324928041,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7747,Madobi,Taura,0.399928041,0.399928041,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7748,Madobi,Taura,0.474928041,0.474928041,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7749,Madobi,Taura,0.549928041,0.549928041,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7750,Madobi,Taura,0.624928041,0.624928041,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7751,Madobi,Taura,0.699928041,0.699928041,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7752,Madobi,Taura,0.774928041,0.774928041,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7753,Madobi,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7754,Madobi,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7755,Madobi,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7756,Malam Madori,Taura,0.575,0.575,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7757,Malam Madori,Taura,0.65,0.65,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7758,Malam Madori,Taura,0.725,0.725,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7759,Malam Madori,Taura,0.8,0.8,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7760,Malam Madori,Taura,0.8,0.8,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7761,Malam Madori,Taura,0.8,0.8,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7762,Malam Madori,Taura,0.8,0.8,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7763,Malam Madori,Taura,0.8,0.8,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7764,Malam Madori,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7765,Malam Madori,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7766,Malam Madori,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7767,Miga,Taura,0.186111111,0.186111111,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7768,Miga,Taura,0.261111111,0.261111111,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7769,Miga,Taura,0.336111111,0.336111111,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7770,Miga,Taura,0.411111111,0.411111111,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7771,Miga,Taura,0.486111111,0.486111111,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7772,Miga,Taura,0.561111111,0.561111111,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7773,Miga,Taura,0.636111111,0.636111111,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7774,Miga,Taura,0.711111111,0.711111111,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7775,Miga,Taura,0.786111111,0.786111111,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7776,Miga,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7777,Miga,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7778,Minjibir,Taura,0.612957946,0.612957946,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7779,Minjibir,Taura,0.687957946,0.687957946,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7780,Minjibir,Taura,0.762957946,0.762957946,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7781,Minjibir,Taura,0.8,0.8,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7782,Minjibir,Taura,0.8,0.8,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7783,Minjibir,Taura,0.8,0.8,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7784,Minjibir,Taura,0.8,0.8,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7785,Minjibir,Taura,0.8,0.8,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7786,Minjibir,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7787,Minjibir,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7788,Minjibir,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7789,Ngala,Taura,0.249928041,0.249928041,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7790,Ngala,Taura,0.324928041,0.324928041,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7791,Ngala,Taura,0.399928041,0.399928041,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7792,Ngala,Taura,0.474928041,0.474928041,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7793,Ngala,Taura,0.549928041,0.549928041,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7794,Ngala,Taura,0.624928041,0.624928041,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7795,Ngala,Taura,0.699928041,0.699928041,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7796,Ngala,Taura,0.774928041,0.774928041,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7797,Ngala,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7798,Ngala,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7799,Ngala,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7800,Nguru,Taura,0.249928041,0.249928041,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7801,Nguru,Taura,0.324928041,0.324928041,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7802,Nguru,Taura,0.399928041,0.399928041,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7803,Nguru,Taura,0.474928041,0.474928041,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7804,Nguru,Taura,0.549928041,0.549928041,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7805,Nguru,Taura,0.624928041,0.624928041,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7806,Nguru,Taura,0.699928041,0.699928041,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7807,Nguru,Taura,0.774928041,0.774928041,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7808,Nguru,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7809,Nguru,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7810,Nguru,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7811,Ringim,Taura,0.408333333,0.408333333,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7812,Ringim,Taura,0.483333333,0.483333333,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7813,Ringim,Taura,0.558333333,0.558333333,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7814,Ringim,Taura,0.633333333,0.633333333,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7815,Ringim,Taura,0.708333333,0.708333333,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7816,Ringim,Taura,0.783333333,0.783333333,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7817,Ringim,Taura,0.8,0.8,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7818,Ringim,Taura,0.8,0.8,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7819,Ringim,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7820,Ringim,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7821,Ringim,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7822,Taura,Taura,0.486764706,0.486764706,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7823,Taura,Taura,0.561764706,0.561764706,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7824,Taura,Taura,0.636764706,0.636764706,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7825,Taura,Taura,0.711764706,0.711764706,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7826,Taura,Taura,0.786764706,0.786764706,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7827,Taura,Taura,0.8,0.8,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7828,Taura,Taura,0.8,0.8,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7829,Taura,Taura,0.8,0.8,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7830,Taura,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7831,Taura,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7832,Taura,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7833,Tofa,Taura,0.305769231,0.305769231,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7834,Tofa,Taura,0.380769231,0.380769231,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7835,Tofa,Taura,0.455769231,0.455769231,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7836,Tofa,Taura,0.530769231,0.530769231,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7837,Tofa,Taura,0.605769231,0.605769231,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7838,Tofa,Taura,0.680769231,0.680769231,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7839,Tofa,Taura,0.755769231,0.755769231,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7840,Tofa,Taura,0.8,0.8,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7841,Tofa,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7842,Tofa,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7843,Tofa,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7844,Ungogo,Taura,0.432446766,0.432446766,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7845,Ungogo,Taura,0.507446766,0.507446766,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7846,Ungogo,Taura,0.582446766,0.582446766,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7847,Ungogo,Taura,0.657446766,0.657446766,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7848,Ungogo,Taura,0.732446766,0.732446766,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7849,Ungogo,Taura,0.8,0.8,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7850,Ungogo,Taura,0.8,0.8,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7851,Ungogo,Taura,0.8,0.8,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7852,Ungogo,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7853,Ungogo,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7854,Ungogo,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7855,Yusufari,Taura,0.249928041,0.249928041,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7856,Yusufari,Taura,0.324928041,0.324928041,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7857,Yusufari,Taura,0.399928041,0.399928041,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7858,Yusufari,Taura,0.474928041,0.474928041,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7859,Yusufari,Taura,0.549928041,0.549928041,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7860,Yusufari,Taura,0.624928041,0.624928041,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7861,Yusufari,Taura,0.699928041,0.699928041,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7862,Yusufari,Taura,0.774928041,0.774928041,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7863,Yusufari,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7864,Yusufari,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7865,Yusufari,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7866,Zaki,Taura,0.367063501,0.367063501,0.565,0,365,2020,-1,1,0.075,0.075,Scenario 2 (National malaria strategic plan)
7867,Zaki,Taura,0.442063501,0.442063501,0.64,365,365,2021,-1,2,0.075,0.15,Scenario 2 (National malaria strategic plan)
7868,Zaki,Taura,0.517063501,0.517063501,0.715,730,365,2022,-1,3,0.075,0.225,Scenario 2 (National malaria strategic plan)
7869,Zaki,Taura,0.592063501,0.592063501,0.79,1095,365,2023,-1,4,0.075,0.3,Scenario 2 (National malaria strategic plan)
7870,Zaki,Taura,0.667063501,0.667063501,0.8,1460,365,2024,-1,5,0.075,0.375,Scenario 2 (National malaria strategic plan)
7871,Zaki,Taura,0.742063501,0.742063501,0.8,1825,365,2025,-1,6,0.075,0.45,Scenario 2 (National malaria strategic plan)
7872,Zaki,Taura,0.8,0.8,0.8,2190,365,2026,-1,7,0.075,0.525,Scenario 2 (National malaria strategic plan)
7873,Zaki,Taura,0.8,0.8,0.8,2555,365,2027,-1,8,0.075,0.6,Scenario 2 (National malaria strategic plan)
7874,Zaki,Taura,0.8,0.8,0.8,2920,365,2028,-1,9,0.075,0.675,Scenario 2 (National malaria strategic plan)
7875,Zaki,Taura,0.8,0.8,0.8,3285,365,2029,-1,10,0.075,0.75,Scenario 2 (National malaria strategic plan)
7876,Zaki,Taura,0.8,0.8,0.8,3650,-1,2030,-1,11,0.075,0.825,Scenario 2 (National malaria strategic plan)
7877,Abeokuta South,Uzo-Uwani,0.8,0.8,0.561,0,365,2020,-1,1,0.071,0.071,Scenario 2 (National malaria strategic plan)
7878,Abeokuta South,Uzo-Uwani,0.8,0.8,0.632,365,365,2021,-1,2,0.071,0.142,Scenario 2 (National malaria strategic plan)
7879,Abeokuta South,Uzo-Uwani,0.8,0.8,0.703,730,365,2022,-1,3,0.071,0.213,Scenario 2 (National malaria strategic plan)
7880,Abeokuta South,Uzo-Uwani,0.8,0.8,0.774,1095,365,2023,-1,4,0.071,0.284,Scenario 2 (National malaria strategic plan)
7881,Abeokuta South,Uzo-Uwani,0.8,0.8,0.8,1460,365,2024,-1,5,0.071,0.355,Scenario 2 (National malaria strategic plan)
7882,Abeokuta South,Uzo-Uwani,0.8,0.8,0.8,1825,365,2025,-1,6,0.071,0.426,Scenario 2 (National malaria strategic plan)
7883,Abeokuta South,Uzo-Uwani,0.8,0.8,0.8,2190,365,2026,-1,7,0.071,0.497,Scenario 2 (National malaria strategic plan)
7884,Abeokuta South,Uzo-Uwani,0.8,0.8,0.8,2555,365,2027,-1,8,0.071,0.568,Scenario 2 (National malaria strategic plan)
7885,Abeokuta South,Uzo-Uwani,0.8,0.8,0.8,2920,365,2028,-1,9,0.071,0.639,Scenario 2 (National malaria strategic plan)
7886,Abeokuta South,Uzo-Uwani,0.8,0.8,0.8,3285,365,2029,-1,10,0.071,0.71,Scenario 2 (National malaria strategic plan)
7887,Abeokuta South,Uzo-Uwani,0.8,0.8,0.8,3650,-1,2030,-1,11,0.071,0.781,Scenario 2 (National malaria strategic plan)
7888,Ado-Odo-Ota,Uzo-Uwani,0.491192485,0.491192485,0.561,0,365,2020,-1,1,0.071,0.071,Scenario 2 (National malaria strategic plan)
7889,Ado-Odo-Ota,Uzo-Uwani,0.562192485,0.562192485,0.632,365,365,2021,-1,2,0.071,0.142,Scenario 2 (National malaria strategic plan)
7890,Ado-Odo-Ota,Uzo-Uwani,0.633192485,0.633192485,0.703,730,365,2022,-1,3,0.071,0.213,Scenario 2 (National malaria strategic plan)
7891,Ado-Odo-Ota,Uzo-Uwani,0.704192485,0.704192485,0.774,1095,365,2023,-1,4,0.071,0.284,Scenario 2 (National malaria strategic plan)
7892,Ado-Odo-Ota,Uzo-Uwani,0.775192485,0.775192485,0.8,1460,365,2024,-1,5,0.071,0.355,Scenario 2 (National malaria strategic plan)
7893,Ado-Odo-Ota,Uzo-Uwani,0.8,0.8,0.8,1825,365,2025,-1,6,0.071,0.426,Scenario 2 (National malaria strategic plan)
