X,LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,mortality,llins_plan,kill_rate,block_initial,simday
153,Alkaleri,Alkaleri,2030,Alkaleri,0.8,0.8,0.8,0.8,4,july,0.570092852,Standard 2020,0.588317246,0.672462749,3836
1429,Amuwo-Odofin,Isoko South,2020,Amuwo-Odofin,0.8,0.8,0.8,0.8,1,june,0.414522642,PBO(2021),0.741483364,0.65,162
1429,Amuwo-Odofin,Isoko South,2023,Amuwo-Odofin,0.8,0.8,0.8,0.8,2,june,0.414522642,PBO(2021),0.741483364,0.65,1257
1429,Amuwo-Odofin,Isoko South,2026,Amuwo-Odofin,0.8,0.8,0.8,0.8,3,june,0.414522642,PBO(2021),0.741483364,0.65,2352
1429,Amuwo-Odofin,Isoko South,2029,Amuwo-Odofin,0.8,0.8,0.8,0.8,4,june,0.414522642,PBO(2021),0.741483364,0.65,3447
119,Anambra East,Uzo-Uwani,2020,Anambra East,0.8,0.8,0.8,0.8,1,june,0.375672105,PBO(2021),0.737607983,0.65,162
119,Anambra East,Uzo-Uwani,2023,Anambra East,0.8,0.8,0.8,0.8,2,june,0.375672105,PBO(2021),0.737607983,0.65,1257
119,Anambra East,Uzo-Uwani,2026,Anambra East,0.8,0.8,0.8,0.8,3,june,0.375672105,PBO(2021),0.737607983,0.65,2352
119,Anambra East,Uzo-Uwani,2029,Anambra East,0.8,0.8,0.8,0.8,4,june,0.375672105,PBO(2021),0.737607983,0.65,3447
121,Anambra West,Uzo-Uwani,2020,Anambra West,0.8,0.8,0.8,0.8,1,june,0.39176502,PBO(2021),0.739382126,0.65,162
121,Anambra West,Uzo-Uwani,2023,Anambra West,0.8,0.8,0.8,0.8,2,june,0.39176502,PBO(2021),0.739382126,0.65,1257
121,Anambra West,Uzo-Uwani,2026,Anambra West,0.8,0.8,0.8,0.8,3,june,0.39176502,PBO(2021),0.739382126,0.65,2352
121,Anambra West,Uzo-Uwani,2029,Anambra West,0.8,0.8,0.8,0.8,4,june,0.39176502,PBO(2021),0.739382126,0.65,3447
123,Anaocha,Oru West,2020,Anaocha,0.8,0.8,0.8,0.8,1,june,0.420247823,PBO(2021),0.741948071,0.65,162
123,Anaocha,Oru West,2023,Anaocha,0.8,0.8,0.8,0.8,2,june,0.420247823,PBO(2021),0.741948071,0.65,1257
123,Anaocha,Oru West,2026,Anaocha,0.8,0.8,0.8,0.8,3,june,0.420247823,PBO(2021),0.741948071,0.65,2352
123,Anaocha,Oru West,2029,Anaocha,0.8,0.8,0.8,0.8,4,june,0.420247823,PBO(2021),0.741948071,0.65,3447
1241,Andoni,Nsit Ubium,2020,Andoni,0.8,0.8,0.8,0.8,1,june,0.187807527,PBO(2021),0.66524829,0.65,162
1241,Andoni,Nsit Ubium,2023,Andoni,0.8,0.8,0.8,0.8,2,june,0.187807527,PBO(2021),0.66524829,0.65,1257
1241,Andoni,Nsit Ubium,2026,Andoni,0.8,0.8,0.8,0.8,3,june,0.187807527,PBO(2021),0.66524829,0.65,2352
1241,Andoni,Nsit Ubium,2029,Andoni,0.8,0.8,0.8,0.8,4,june,0.187807527,PBO(2021),0.66524829,0.65,3447
411,Aninri,Oru West,2020,Aninri,0.8,0.8,0.8,0.8,1,june,0.430439768,PBO(2021),0.742719962,0.65,162
411,Aninri,Oru West,2023,Aninri,0.8,0.8,0.8,0.8,2,june,0.430439768,PBO(2021),0.742719962,0.65,1257
411,Aninri,Oru West,2026,Aninri,0.8,0.8,0.8,0.8,3,june,0.430439768,PBO(2021),0.742719962,0.65,2352
411,Aninri,Oru West,2029,Aninri,0.8,0.8,0.8,0.8,4,june,0.430439768,PBO(2021),0.742719962,0.65,3447
317,Aniocha North,Uzo-Uwani,2022,Aniocha North,0.8,0.8,0.8,0.8,1,june,0.369401293,PBO(2021),0.736840485,0.65,892
317,Aniocha North,Uzo-Uwani,2025,Aniocha North,0.8,0.8,0.8,0.8,2,june,0.369401293,PBO(2021),0.736840485,0.65,1987
317,Aniocha North,Uzo-Uwani,2028,Aniocha North,0.8,0.8,0.8,0.8,3,june,0.369401293,PBO(2021),0.736840485,0.65,3082
319,Aniocha South,Uzo-Uwani,2022,Aniocha South,0.8,0.8,0.8,0.8,1,june,0.311595529,PBO(2021),0.726989078,0.65,892
319,Aniocha South,Uzo-Uwani,2025,Aniocha South,0.8,0.8,0.8,0.8,2,june,0.311595529,PBO(2021),0.726989078,0.65,1987
319,Aniocha South,Uzo-Uwani,2028,Aniocha South,0.8,0.8,0.8,0.8,3,june,0.311595529,PBO(2021),0.726989078,0.65,3082
1369,Anka,Darazo,2020,Anka,0.8,0.8,0.8,0.8,1,july,0.695814162,Standard 2020,0.663563431,0.824985417,186
1369,Anka,Darazo,2023,Anka,0.8,0.8,0.8,0.8,2,july,0.695814162,Standard 2020,0.663563431,0.824985417,1281
1369,Anka,Darazo,2026,Anka,0.8,0.8,0.8,0.8,3,july,0.695814162,Standard 2020,0.663563431,0.824985417,2376
1369,Anka,Darazo,2029,Anka,0.8,0.8,0.8,0.8,4,july,0.695814162,Standard 2020,0.663563431,0.824985417,3471
865,Ankpa,Owan East,2020,Ankpa,0.8,0.8,0.8,0.8,1,march,0.382494781,PBO(2021),0.738392834,0.65,70
865,Ankpa,Owan East,2023,Ankpa,0.8,0.8,0.8,0.8,2,march,0.382494781,PBO(2021),0.738392834,0.65,1165
865,Ankpa,Owan East,2026,Ankpa,0.8,0.8,0.8,0.8,3,march,0.382494781,PBO(2021),0.738392834,0.65,2260
865,Ankpa,Owan East,2029,Ankpa,0.8,0.8,0.8,0.8,4,march,0.382494781,PBO(2021),0.738392834,0.65,3355
209,Apa,Keana,2020,Apa,0.842105263,0.8,0.8,0.8,1,august,0.437711079,Standard 2020,0.490137805,0.53,223
209,Apa,Keana,2023,Apa,0.842105263,0.8,0.8,0.8,2,august,0.437711079,Standard 2020,0.490137805,0.53,1318
209,Apa,Keana,2026,Apa,0.842105263,0.8,0.8,0.8,3,august,0.437711079,Standard 2020,0.490137805,0.53,2413
209,Apa,Keana,2029,Apa,0.842105263,0.8,0.8,0.8,4,august,0.437711079,Standard 2020,0.490137805,0.53,3508
935,Apapa,Isoko South,2020,Apapa,0.8,0.8,0.8,0.8,1,june,0.464571223,PBO(2021),0.74486815,0.65,162
935,Apapa,Isoko South,2023,Apapa,0.8,0.8,0.8,0.8,2,june,0.464571223,PBO(2021),0.74486815,0.65,1257
935,Apapa,Isoko South,2026,Apapa,0.8,0.8,0.8,0.8,3,june,0.464571223,PBO(2021),0.74486815,0.65,2352
935,Apapa,Isoko South,2029,Apapa,0.8,0.8,0.8,0.8,4,june,0.464571223,PBO(2021),0.74486815,0.65,3447
1319,Ardo-Kola,Keana,2022,Ardo-Kola,0.8,0.8,0.8,0.8,1,august,0.406347907,PBO(2021),0.740777629,0.65,953
1319,Ardo-Kola,Keana,2025,Ardo-Kola,0.8,0.8,0.8,0.8,2,august,0.406347907,PBO(2021),0.740777629,0.65,2048
1319,Ardo-Kola,Keana,2028,Ardo-Kola,0.8,0.8,0.8,0.8,3,august,0.406347907,PBO(2021),0.740777629,0.65,3143
1449,Arewa-Dandi,Birnin Kebbi,2021,Arewa-Dandi,0.944444444,0.826086957,0.8,0.939393939,1,august,0.736871845,PBO(2021),0.751317764,0.894625336,588
1449,Arewa-Dandi,Birnin Kebbi,2024,Arewa-Dandi,0.944444444,0.826086957,0.8,0.939393939,2,august,0.736871845,PBO(2021),0.751317764,0.894625336,1683
1449,Arewa-Dandi,Birnin Kebbi,2027,Arewa-Dandi,0.944444444,0.826086957,0.8,0.939393939,3,august,0.736871845,PBO(2021),0.751317764,0.894625336,2778
1449,Arewa-Dandi,Birnin Kebbi,2030,Arewa-Dandi,0.944444444,0.826086957,0.8,0.939393939,4,august,0.736871845,PBO(2021),0.751317764,0.894625336,3873
829,Argungu,Birnin Kebbi,2021,Argungu,0.880353787,0.8,0.8,0.878877198,1,august,0.749755556,PBO(2021),0.751426969,0.901212994,588
829,Argungu,Birnin Kebbi,2024,Argungu,0.880353787,0.8,0.8,0.878877198,2,august,0.749755556,PBO(2021),0.751426969,0.901212994,1683
829,Argungu,Birnin Kebbi,2027,Argungu,0.880353787,0.8,0.8,0.878877198,3,august,0.749755556,PBO(2021),0.751426969,0.901212994,2778
829,Argungu,Birnin Kebbi,2030,Argungu,0.880353787,0.8,0.8,0.878877198,4,august,0.749755556,PBO(2021),0.751426969,0.901212994,3873
5,Arochukwu,Ngor-Okpala,2020,Arochukwu,0.8,0.8,0.8,0.8,1,june,0.431823298,PBO(2021),0.742819598,0.65,162
5,Arochukwu,Ngor-Okpala,2023,Arochukwu,0.8,0.8,0.8,0.8,2,june,0.431823298,PBO(2021),0.742819598,0.65,1257
5,Arochukwu,Ngor-Okpala,2026,Arochukwu,0.8,0.8,0.8,0.8,3,june,0.431823298,PBO(2021),0.742819598,0.65,2352
5,Arochukwu,Ngor-Okpala,2029,Arochukwu,0.8,0.8,0.8,0.8,4,june,0.431823298,PBO(2021),0.742819598,0.65,3447
793,Asa,Oke-Ero,2020,Asa,0.8,0.8,0.8,0.8,1,july,0.293917451,NewGen(2021),0.9,0.61,186
793,Asa,Oke-Ero,2023,Asa,0.8,0.8,0.8,0.8,2,july,0.293917451,NewGen(2021),0.9,0.61,1281
793,Asa,Oke-Ero,2026,Asa,0.8,0.8,0.8,0.8,3,july,0.293917451,NewGen(2021),0.9,0.61,2376
793,Asa,Oke-Ero,2029,Asa,0.8,0.8,0.8,0.8,4,july,0.293917451,NewGen(2021),0.9,0.61,3471
1243,Asari-Toru,Ahoada West,2020,Asari-Toru,0.8,0.8,0.8,0.8,1,may,0.231108823,PBO(2021),0.697447259,0.65,131
1243,Asari-Toru,Ahoada West,2023,Asari-Toru,0.8,0.8,0.8,0.8,2,may,0.231108823,PBO(2021),0.697447259,0.65,1226
1243,Asari-Toru,Ahoada West,2026,Asari-Toru,0.8,0.8,0.8,0.8,3,may,0.231108823,PBO(2021),0.697447259,0.65,2321
1243,Asari-Toru,Ahoada West,2029,Asari-Toru,0.8,0.8,0.8,0.8,4,may,0.231108823,PBO(2021),0.697447259,0.65,3416
247,Askira/Uba,Darazo,2020,Askira-Uba,0.8,0.8,0.8,0.8,1,july,0.666450057,PBO(2021),0.750555793,0.849537809,186
247,Askira/Uba,Darazo,2023,Askira-Uba,0.8,0.8,0.8,0.8,2,july,0.666450057,PBO(2021),0.750555793,0.849537809,1281
247,Askira/Uba,Darazo,2026,Askira-Uba,0.8,0.8,0.8,0.8,3,july,0.666450057,PBO(2021),0.750555793,0.849537809,2376
247,Askira/Uba,Darazo,2029,Askira-Uba,0.8,0.8,0.8,0.8,4,july,0.666450057,PBO(2021),0.750555793,0.849537809,3471
1103,Atakumosa East,Oke-Ero,2020,Atakumosa East,0.8,0.8,0.8,0.8,1,july,0.438640296,PBO(2021),0.743293664,0.65,186
1103,Atakumosa East,Oke-Ero,2023,Atakumosa East,0.8,0.8,0.8,0.8,2,july,0.438640296,PBO(2021),0.743293664,0.65,1281
1103,Atakumosa East,Oke-Ero,2026,Atakumosa East,0.8,0.8,0.8,0.8,3,july,0.438640296,PBO(2021),0.743293664,0.65,2376
1103,Atakumosa East,Oke-Ero,2029,Atakumosa East,0.8,0.8,0.8,0.8,4,july,0.438640296,PBO(2021),0.743293664,0.65,3471
1107,Atakumosa West,Akinyele,2020,Atakumosa West,0.8,0.8,0.8,0.8,1,may,0.441512439,PBO(2021),0.743485314,0.65,131
1107,Atakumosa West,Akinyele,2023,Atakumosa West,0.8,0.8,0.8,0.8,2,may,0.441512439,PBO(2021),0.743485314,0.65,1226
1107,Atakumosa West,Akinyele,2026,Atakumosa West,0.8,0.8,0.8,0.8,3,may,0.441512439,PBO(2021),0.743485314,0.65,2321
1107,Atakumosa West,Akinyele,2029,Atakumosa West,0.8,0.8,0.8,0.8,4,may,0.441512439,PBO(2021),0.743485314,0.65,3416
1161,Atiba,Akinyele,2020,Atiba,0.8,0.8,0.8,0.8,1,may,0.383570526,Dual Al+PBO 2020,0.738512057,0.65,131
1161,Atiba,Akinyele,2023,Atiba,0.8,0.8,0.8,0.8,2,may,0.383570526,Dual Al+PBO 2020,0.738512057,0.65,1226
1161,Atiba,Akinyele,2026,Atiba,0.8,0.8,0.8,0.8,3,may,0.383570526,Dual Al+PBO 2020,0.738512057,0.65,2321
1161,Atiba,Akinyele,2029,Atiba,0.8,0.8,0.8,0.8,4,may,0.383570526,Dual Al+PBO 2020,0.738512057,0.65,3416
1439,Atigbo,Oke-Ero,2020,Atigbo,0.8,0.8,0.8,0.8,1,july,0.430762739,Dual Al+PBO 2020,0.742743327,0.65,186
1439,Atigbo,Oke-Ero,2023,Atigbo,0.8,0.8,0.8,0.8,2,july,0.430762739,Dual Al+PBO 2020,0.742743327,0.65,1281
1439,Atigbo,Oke-Ero,2026,Atigbo,0.8,0.8,0.8,0.8,3,july,0.430762739,Dual Al+PBO 2020,0.742743327,0.65,2376
1439,Atigbo,Oke-Ero,2029,Atigbo,0.8,0.8,0.8,0.8,4,july,0.430762739,Dual Al+PBO 2020,0.742743327,0.65,3471
831,Augie,Birnin Kebbi,2021,Augie,0.977777778,0.8,0.85,0.909090909,1,august,0.747566745,PBO(2021),0.751408959,0.900124986,588
831,Augie,Birnin Kebbi,2024,Augie,0.977777778,0.8,0.85,0.909090909,2,august,0.747566745,PBO(2021),0.751408959,0.900124986,1683
831,Augie,Birnin Kebbi,2027,Augie,0.977777778,0.8,0.85,0.909090909,3,august,0.747566745,PBO(2021),0.751408959,0.900124986,2778
831,Augie,Birnin Kebbi,2030,Augie,0.977777778,0.8,0.85,0.909090909,4,august,0.747566745,PBO(2021),0.751408959,0.900124986,3873
583,Auyo,Taura,2021,Auyo,0.8,0.8,0.8,0.8,1,july,0.676553245,PBO(2021),0.750685407,0.857079262,551
583,Auyo,Taura,2024,Auyo,0.8,0.8,0.8,0.8,2,july,0.676553245,PBO(2021),0.750685407,0.857079262,1646
583,Auyo,Taura,2027,Auyo,0.8,0.8,0.8,0.8,3,july,0.676553245,PBO(2021),0.750685407,0.857079262,2741
583,Auyo,Taura,2030,Auyo,0.8,0.8,0.8,0.8,4,july,0.676553245,PBO(2021),0.750685407,0.857079262,3836
957,Awe,Keana,2021,Awe,0.8,0.8,0.8,0.8,1,august,0.564364244,PBO(2021),0.7486536,0.746088911,588
957,Awe,Keana,2024,Awe,0.8,0.8,0.8,0.8,2,august,0.564364244,PBO(2021),0.7486536,0.746088911,1683
957,Awe,Keana,2027,Awe,0.8,0.8,0.8,0.8,3,august,0.564364244,PBO(2021),0.7486536,0.746088911,2778
957,Awe,Keana,2030,Awe,0.8,0.8,0.8,0.8,4,august,0.564364244,PBO(2021),0.7486536,0.746088911,3873
435,Awgu,Oru West,2020,Awgu,0.8,0.8,0.8,0.8,1,june,0.428474781,PBO(2021),0.742576398,0.65,162
435,Awgu,Oru West,2023,Awgu,0.8,0.8,0.8,0.8,2,june,0.428474781,PBO(2021),0.742576398,0.65,1257
435,Awgu,Oru West,2026,Awgu,0.8,0.8,0.8,0.8,3,june,0.428474781,PBO(2021),0.742576398,0.65,2352
435,Awgu,Oru West,2029,Awgu,0.8,0.8,0.8,0.8,4,june,0.428474781,PBO(2021),0.742576398,0.65,3447
63,Awka North,Uzo-Uwani,2020,Awka North,0.8,0.8,0.8,0.8,1,june,0.388205397,PBO(2021),0.739012279,0.65,162
63,Awka North,Uzo-Uwani,2023,Awka North,0.8,0.8,0.8,0.8,2,june,0.388205397,PBO(2021),0.739012279,0.65,1257
63,Awka North,Uzo-Uwani,2026,Awka North,0.8,0.8,0.8,0.8,3,june,0.388205397,PBO(2021),0.739012279,0.65,2352
63,Awka North,Uzo-Uwani,2029,Awka North,0.8,0.8,0.8,0.8,4,june,0.388205397,PBO(2021),0.739012279,0.65,3447
97,Awka South,Uzo-Uwani,2020,Awka South,0.8,0.8,0.8,0.8,1,june,0.431794981,PBO(2021),0.74281757,0.65,162
97,Awka South,Uzo-Uwani,2023,Awka South,0.8,0.8,0.8,0.8,2,june,0.431794981,PBO(2021),0.74281757,0.65,1257
97,Awka South,Uzo-Uwani,2026,Awka South,0.8,0.8,0.8,0.8,3,june,0.431794981,PBO(2021),0.74281757,0.65,2352
97,Awka South,Uzo-Uwani,2029,Awka South,0.8,0.8,0.8,0.8,4,june,0.431794981,PBO(2021),0.74281757,0.65,3447
113,Ayamelum,Uzo-Uwani,2020,Ayamelum,0.8,0.8,0.8,0.8,1,june,0.436497382,PBO(2021),0.743147601,0.65,162
113,Ayamelum,Uzo-Uwani,2023,Ayamelum,0.8,0.8,0.8,0.8,2,june,0.436497382,PBO(2021),0.743147601,0.65,1257
113,Ayamelum,Uzo-Uwani,2026,Ayamelum,0.8,0.8,0.8,0.8,3,june,0.436497382,PBO(2021),0.743147601,0.65,2352
113,Ayamelum,Uzo-Uwani,2029,Ayamelum,0.8,0.8,0.8,0.8,4,june,0.436497382,PBO(2021),0.743147601,0.65,3447
585,Babura,Babura,2021,Babura,0.874582296,0.842755015,0.8,0.861709269,1,may,0.754462934,PBO(2021),0.751464979,0.903511062,496
585,Babura,Babura,2024,Babura,0.874582296,0.842755015,0.8,0.861709269,2,may,0.754462934,PBO(2021),0.751464979,0.903511062,1591
585,Babura,Babura,2027,Babura,0.874582296,0.842755015,0.8,0.861709269,3,may,0.754462934,PBO(2021),0.751464979,0.903511062,2686
585,Babura,Babura,2030,Babura,0.874582296,0.842755015,0.8,0.861709269,4,may,0.754462934,PBO(2021),0.751464979,0.903511062,3781
1431,Badagry,Uzo-Uwani,2020,Badagry,0.8,0.8,0.8,0.8,1,june,0.426397668,PBO(2021),0.742421971,0.65,162
1431,Badagry,Uzo-Uwani,2023,Badagry,0.8,0.8,0.8,0.8,2,june,0.426397668,PBO(2021),0.742421971,0.65,1257
1431,Badagry,Uzo-Uwani,2026,Badagry,0.8,0.8,0.8,0.8,3,june,0.426397668,PBO(2021),0.742421971,0.65,2352
1431,Badagry,Uzo-Uwani,2029,Badagry,0.8,0.8,0.8,0.8,4,june,0.426397668,PBO(2021),0.742421971,0.65,3447
1343,Bade,Taura,2022,Bade,0.8,0.8,0.8,0.8,1,july,0.715785679,PBO(2021),0.751121178,0.882832956,916
1343,Bade,Taura,2025,Bade,0.8,0.8,0.8,0.8,2,july,0.715785679,PBO(2021),0.751121178,0.882832956,2011
1343,Bade,Taura,2028,Bade,0.8,0.8,0.8,0.8,3,july,0.715785679,PBO(2021),0.751121178,0.882832956,3106
1445,Bagudo,Birnin Kebbi,2021,Bagudo,0.896493581,0.8,0.8,0.832315501,1,august,0.544171429,PBO(2021),0.748095956,0.718345185,588
1445,Bagudo,Birnin Kebbi,2024,Bagudo,0.896493581,0.8,0.8,0.832315501,2,august,0.544171429,PBO(2021),0.748095956,0.718345185,1683
1445,Bagudo,Birnin Kebbi,2027,Bagudo,0.896493581,0.8,0.8,0.832315501,3,august,0.544171429,PBO(2021),0.748095956,0.718345185,2778
1445,Bagudo,Birnin Kebbi,2030,Bagudo,0.896493581,0.8,0.8,0.832315501,4,august,0.544171429,PBO(2021),0.748095956,0.718345185,3873
693,Bagwai,Babura,2022,Bagwai,0.907407407,0.8,0.8,0.838235294,1,may,0.804608217,PBO(2021),0.7518156,0.924786722,861
693,Bagwai,Babura,2025,Bagwai,0.907407407,0.8,0.8,0.838235294,2,may,0.804608217,PBO(2021),0.7518156,0.924786722,1956
693,Bagwai,Babura,2028,Bagwai,0.907407407,0.8,0.8,0.838235294,3,may,0.804608217,PBO(2021),0.7518156,0.924786722,3051
1535,Bakassi,Obubra,2021,Bakassi,0.8,0.8,0.8,0.8,1,june,0.269329192,Standard 2020,0.352578982,0.53,527
1535,Bakassi,Obubra,2024,Bakassi,0.8,0.8,0.8,0.8,2,june,0.269329192,Standard 2020,0.352578982,0.53,1622
1535,Bakassi,Obubra,2027,Bakassi,0.8,0.8,0.8,0.8,3,june,0.269329192,Standard 2020,0.352578982,0.53,2717
1535,Bakassi,Obubra,2030,Bakassi,0.8,0.8,0.8,0.8,4,june,0.269329192,Standard 2020,0.352578982,0.53,3812
773,Bakori,Gwarzo,2021,Bakori,0.8,0.8,0.8,0.8,1,august,0.670473637,PBO(2021),0.750608361,0.852589426,588
773,Bakori,Gwarzo,2024,Bakori,0.8,0.8,0.8,0.8,2,august,0.670473637,PBO(2021),0.750608361,0.852589426,1683
773,Bakori,Gwarzo,2027,Bakori,0.8,0.8,0.8,0.8,3,august,0.670473637,PBO(2021),0.750608361,0.852589426,2778
773,Bakori,Gwarzo,2030,Bakori,0.8,0.8,0.8,0.8,4,august,0.670473637,PBO(2021),0.750608361,0.852589426,3873
1371,Bakura,Darazo,2020,Bakura,0.8,0.8,0.8,0.8,1,july,0.73158069,Standard 2020,0.681339741,0.852897483,186
1371,Bakura,Darazo,2023,Bakura,0.8,0.8,0.8,0.8,2,july,0.73158069,Standard 2020,0.681339741,0.852897483,1281
1371,Bakura,Darazo,2026,Bakura,0.8,0.8,0.8,0.8,3,july,0.73158069,Standard 2020,0.681339741,0.852897483,2376
1371,Bakura,Darazo,2029,Bakura,0.8,0.8,0.8,0.8,4,july,0.73158069,Standard 2020,0.681339741,0.852897483,3471
503,Balanga,Alkaleri,2021,Balanga,0.8,0.8,0.8,0.803248637,1,july,0.625491041,PBO(2021),0.749939303,0.81450054,551
503,Balanga,Alkaleri,2024,Balanga,0.8,0.8,0.8,0.803248637,2,july,0.625491041,PBO(2021),0.749939303,0.81450054,1646
503,Balanga,Alkaleri,2027,Balanga,0.8,0.8,0.8,0.803248637,3,july,0.625491041,PBO(2021),0.749939303,0.81450054,2741
503,Balanga,Alkaleri,2030,Balanga,0.8,0.8,0.8,0.803248637,4,july,0.625491041,PBO(2021),0.749939303,0.81450054,3836
1323,Bali,Keana,2022,Bali,0.8,0.8,0.8,0.8,1,august,0.504206097,PBO(2021),0.746719166,0.654442698,953
1323,Bali,Keana,2025,Bali,0.8,0.8,0.8,0.8,2,august,0.504206097,PBO(2021),0.746719166,0.654442698,2048
1323,Bali,Keana,2028,Bali,0.8,0.8,0.8,0.8,3,august,0.504206097,PBO(2021),0.746719166,0.654442698,3143
1497,Bama,Darazo,2020,Bama,0.8,0.8,0.8,0.8,1,july,0.707957691,PBO(2021),0.751041993,0.878110931,186
1497,Bama,Darazo,2023,Bama,0.8,0.8,0.8,0.8,2,july,0.707957691,PBO(2021),0.751041993,0.878110931,1281
1497,Bama,Darazo,2026,Bama,0.8,0.8,0.8,0.8,3,july,0.707957691,PBO(2021),0.751041993,0.878110931,2376
1497,Bama,Darazo,2029,Bama,0.8,0.8,0.8,0.8,4,july,0.707957691,PBO(2021),0.751041993,0.878110931,3471
1201,Barikin Ladi,Soba,2020,Barikin Ladi,0.8,0.8,0.8,0.8,1,july,0.436851373,Standard 2020,0.489453402,0.53,186
1201,Barikin Ladi,Soba,2023,Barikin Ladi,0.8,0.8,0.8,0.8,2,july,0.436851373,Standard 2020,0.489453402,0.53,1281
1201,Barikin Ladi,Soba,2026,Barikin Ladi,0.8,0.8,0.8,0.8,3,july,0.436851373,Standard 2020,0.489453402,0.53,2376
1201,Barikin Ladi,Soba,2029,Barikin Ladi,0.8,0.8,0.8,0.8,4,july,0.436851373,Standard 2020,0.489453402,0.53,3471
1441,Baruten,Oke-Ero,2020,Baruten,0.8,0.8,0.8,0.8,1,july,0.347941602,NewGen(2021),0.9,0.61,186
1441,Baruten,Oke-Ero,2023,Baruten,0.8,0.8,0.8,0.8,2,july,0.347941602,NewGen(2021),0.9,0.61,1281
1441,Baruten,Oke-Ero,2026,Baruten,0.8,0.8,0.8,0.8,3,july,0.347941602,NewGen(2021),0.9,0.61,2376
1441,Baruten,Oke-Ero,2029,Baruten,0.8,0.8,0.8,0.8,4,july,0.347941602,NewGen(2021),0.9,0.61,3471
867,Bassa1,Keana,2020,Bassa1,0.9,0.8,0.8,0.846153846,1,august,0.406315085,PBO(2021),0.74077469,0.65,223
867,Bassa1,Keana,2023,Bassa1,0.9,0.8,0.8,0.846153846,2,august,0.406315085,PBO(2021),0.74077469,0.65,1318
867,Bassa1,Keana,2026,Bassa1,0.9,0.8,0.8,0.846153846,3,august,0.406315085,PBO(2021),0.74077469,0.65,2413
867,Bassa1,Keana,2029,Bassa1,0.9,0.8,0.8,0.846153846,4,august,0.406315085,PBO(2021),0.74077469,0.65,3508
1203,Bassa2,Soba,2020,Bassa2,0.8,0.8,0.8,0.8,1,july,0.472509448,Standard 2020,0.517430069,0.53,186
1203,Bassa2,Soba,2023,Bassa2,0.8,0.8,0.8,0.8,2,july,0.472509448,Standard 2020,0.517430069,0.53,1281
1203,Bassa2,Soba,2026,Bassa2,0.8,0.8,0.8,0.8,3,july,0.472509448,Standard 2020,0.517430069,0.53,2376
1203,Bassa2,Soba,2029,Bassa2,0.8,0.8,0.8,0.8,4,july,0.472509448,Standard 2020,0.517430069,0.53,3471
775,Batagarawa,Rimi,2021,Batagarawa,0.8,0.8,0.8,0.8,1,march,0.663607785,PBO(2021),0.750517877,0.847342775,435
775,Batagarawa,Rimi,2024,Batagarawa,0.8,0.8,0.8,0.8,2,march,0.663607785,PBO(2021),0.750517877,0.847342775,1530
775,Batagarawa,Rimi,2027,Batagarawa,0.8,0.8,0.8,0.8,3,march,0.663607785,PBO(2021),0.750517877,0.847342775,2625
775,Batagarawa,Rimi,2030,Batagarawa,0.8,0.8,0.8,0.8,4,march,0.663607785,PBO(2021),0.750517877,0.847342775,3720
777,Batsari,Rimi,2021,Batsari,0.847826087,0.8,0.8,0.8,1,march,0.697059776,PBO(2021),0.750925622,0.871203872,435
777,Batsari,Rimi,2024,Batsari,0.847826087,0.8,0.8,0.8,2,march,0.697059776,PBO(2021),0.750925622,0.871203872,1530
777,Batsari,Rimi,2027,Batsari,0.847826087,0.8,0.8,0.8,3,march,0.697059776,PBO(2021),0.750925622,0.871203872,2625
777,Batsari,Rimi,2030,Batsari,0.847826087,0.8,0.8,0.8,4,march,0.697059776,PBO(2021),0.750925622,0.871203872,3720
155,Bauchi,Alkaleri,2021,Bauchi,0.8,0.8,0.8,0.8,1,july,0.627087591,Standard 2020,0.624866967,0.754059265,551
155,Bauchi,Alkaleri,2024,Bauchi,0.8,0.8,0.8,0.8,2,july,0.627087591,Standard 2020,0.624866967,0.754059265,1646
155,Bauchi,Alkaleri,2027,Bauchi,0.8,0.8,0.8,0.8,3,july,0.627087591,Standard 2020,0.624866967,0.754059265,2741
155,Bauchi,Alkaleri,2030,Bauchi,0.8,0.8,0.8,0.8,4,july,0.627087591,Standard 2020,0.624866967,0.754059265,3836
1469,Baure,Babura,2021,Baure,0.8,0.8,0.8,0.8,1,may,0.697826557,PBO(2021),0.750934053,0.871702948,496
1469,Baure,Babura,2024,Baure,0.8,0.8,0.8,0.8,2,may,0.697826557,PBO(2021),0.750934053,0.871702948,1591
1469,Baure,Babura,2027,Baure,0.8,0.8,0.8,0.8,3,may,0.697826557,PBO(2021),0.750934053,0.871702948,2686
1469,Baure,Babura,2030,Baure,0.8,0.8,0.8,0.8,4,may,0.697826557,PBO(2021),0.750934053,0.871702948,3781
251,Bayo,Alkaleri,2020,Bayo,0.8,0.8,0.8,0.8,1,july,0.570036309,PBO(2021),0.74879652,0.75338312,186
251,Bayo,Alkaleri,2023,Bayo,0.8,0.8,0.8,0.8,2,july,0.570036309,PBO(2021),0.74879652,0.75338312,1281
251,Bayo,Alkaleri,2026,Bayo,0.8,0.8,0.8,0.8,3,july,0.570036309,PBO(2021),0.74879652,0.75338312,2376
251,Bayo,Alkaleri,2029,Bayo,0.8,0.8,0.8,0.8,4,july,0.570036309,PBO(2021),0.74879652,0.75338312,3471
